Provider.ID,Hospital.Name,Address,City,State,ZIP.Code,County.Name,Phone.Number,Location,Number.of.Completed.Surveys,Survey.Response.Rate.Percent,Measure.Start.Date,Measure.End.Date,H_CLEAN_HSP_A_P,H_CLEAN_HSP_SN_P,H_CLEAN_HSP_U_P,H_COMP_1_A_P,H_COMP_1_SN_P,H_COMP_1_U_P,H_COMP_2_A_P,H_COMP_2_SN_P,H_COMP_2_U_P,H_COMP_3_A_P,H_COMP_3_SN_P,H_COMP_3_U_P,H_COMP_5_A_P,H_COMP_5_SN_P,H_COMP_5_U_P,H_COMP_6_N_P,H_COMP_6_Y_P,H_COMP_7_A,H_COMP_7_D_SD,H_COMP_7_SA,H_HSP_RATING_0_6,H_HSP_RATING_7_8,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_QUIET_HSP_SN_P,H_QUIET_HSP_U_P,H_RECMND_DN,H_RECMND_DY,H_RECMND_PY,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,H_CLEAN_STAR_RATING,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_HSP_RATING_STAR_RATING,H_QUIET_STAR_RATING,H_RECMND_STAR_RATING,H_STAR_RATING,RCMND
461335,BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST,BEAVER,UT,84713,BEAVER,4354387100,"1109 NORTH 100 WEST
BEAVER, UT
(38.289258, -112.643204)",716,26,10/1/2016,9/30/2017,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,NO
461310,BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,UT,84511,SAN JUAN,4356783993,"802 SOUTH 200 WEST
BLANDING, UT
(37.614449, -109.481544)",25,22,10/1/2016,9/30/2017,72,9,19,79,2,19,85,2,13,76,9,15,78,5,17,6,94,44,3,53,4,15,81,58,8,34,3,78,19,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,YES
191324,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,70394,LAFOURCHE,9855378377,"4608 HIGHWAY 1
RACELAND, LA
(29.703447, -90.564133)",164,19,10/1/2016,9/30/2017,84,2,14,89,1,10,88,2,10,78,7,15,72,9,19,5,95,30,2,68,3,16,81,74,4,22,2,78,20,94,96,95,90,86,95,89,93,90,91,5,5,5,4,5,5,5,5,4,4,5,YES
461303,SANPETE VALLEY HOSPITAL - CAH,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,UT,84647,SANPETE,4354624123,"1100 SOUTH MEDICAL DRIVE
MOUNT PLEASANT, UT
(39.531803, -111.461194)",98,26,10/1/2016,9/30/2017,76,2,22,84,1,15,82,2,16,78,4,18,66,8,26,8,92,39,2,59,2,16,82,55,8,37,1,81,18,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,YES
461307,HEBER VALLEY HOSPITAL,1485 SOUTH HIGHWAY 40,HEBER CITY,UT,84032,WASATCH,4356542500,"1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.489047, -111.409218)",154,26,10/1/2016,9/30/2017,76,7,17,79,3,18,83,3,14,71,5,24,68,13,19,10,90,43,5,52,6,20,74,64,6,30,6,77,17,89,92,93,89,82,90,82,89,86,90,3,4,4,4,4,4,3,3,4,4,4,YES
463301,PRIMARY CHILDRENS HOSPITAL,100 NORTH MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84113,SALT LAKE,8016626212,"100 NORTH MARIO CAPECCHI DRIVE
SALT LAKE CITY, UT
(40.771496, -111.840441)",716,26,10/1/2016,9/30/2017,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,NO
461308,SAN JUAN HOSPITAL,380 WEST 100 NORTH,MONTICELLO,UT,84535,SAN JUAN,4355872116,"380 WEST 100 NORTH
MONTICELLO, UT
(37.873875, -109.350062)",25,31,10/1/2016,9/30/2017,90,6,4,84,2,14,88,1,11,88,4,8,77,10,13,4,96,35,3,62,1,6,93,82,3,15,0,87,13,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,YES
461306,GUNNISON VALLEY HOSPITAL,64 EAST 100 NORTH,GUNNISON,UT,84634,SANPETE,4355287246,"64 EAST 100 NORTH
GUNNISON, UT
(39.156661, -111.817014)",122,30,10/1/2016,9/30/2017,83,3,14,87,2,11,88,2,10,87,2,11,74,9,17,10,90,36,4,60,3,13,84,73,3,24,2,85,13,93,95,96,95,87,90,85,94,90,94,4,5,5,5,5,4,4,5,4,5,5,YES
191309,HOOD MEMORIAL HOSPITAL,301 W WALNUT STREET,AMITE,LA,70422,TANGIPAHOA,9857489485,"301 W WALNUT STREET
AMITE, LA
(30.733072, -90.512344)",716,26,10/1/2016,9/30/2017,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,NO
470011,BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,BRATTLEBORO,VT,5301,WINDHAM,8022570341,"17 BELMONT AVE
BRATTLEBORO, VT
(42.842084, -72.56472)",308,23,10/1/2016,9/30/2017,76,7,17,78,3,19,81,5,14,74,6,20,59,19,22,13,87,47,4,49,8,28,64,60,7,33,3,63,34,89,91,92,89,77,87,81,87,84,86,3,3,3,4,3,3,3,3,3,3,3,YES
470003,UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE,BURLINGTON,VT,5401,CHITTENDEN,8028470000,"111 COLCHESTER AVE
BURLINGTON, VT
(44.480966, -73.195571)",3672,27,10/1/2016,9/30/2017,68,8,24,81,3,16,79,4,17,67,7,26,63,18,19,10,90,43,4,53,6,22,72,45,18,37,3,77,20,86,93,92,86,79,90,83,89,74,91,3,4,3,3,3,4,4,3,1,4,3,YES
471301,GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,RANDOLPH,VT,5060,ORANGE,8027284441,"44 SOUTH MAIN STREET
RANDOLPH, VT
(43.917547, -72.666255)",321,34,10/1/2016,9/30/2017,77,6,17,79,2,19,85,2,13,67,5,28,67,16,17,9,91,46,2,52,6,22,72,62,5,33,2,72,26,90,92,94,87,81,91,83,90,85,90,3,4,4,4,4,4,4,4,3,4,4,YES
463302,SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY,1275 EAST FAIRFAX ROAD,SALT LAKE CITY,UT,84103,SALT LAKE,8015363500,"1275 EAST FAIRFAX ROAD
SALT LAKE CITY, UT
(40.776764, -111.851117)",716,26,10/1/2016,9/30/2017,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,NO
470024,NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,SAINT ALBANS,VT,5478,FRANKLIN,8025245911,"133 FAIRFIELD STREET
SAINT ALBANS, VT
(44.806463, -73.072549)",403,26,10/1/2016,9/30/2017,77,6,17,84,2,14,84,4,12,74,4,22,67,15,18,8,92,41,5,54,5,18,77,59,8,33,3,80,17,90,94,93,90,82,92,82,90,83,92,3,4,4,4,4,5,3,4,3,4,4,YES
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,BENNINGTON,8024426361,"100 HOSPITAL DRIVE
BENNINGTON, VT
(42.873911, -73.204343)",350,29,10/1/2016,9/30/2017,78,5,17,84,2,14,84,4,12,73,5,22,69,15,16,10,90,40,3,57,4,18,78,48,13,39,3,76,21,91,94,93,89,82,90,85,92,77,91,4,4,4,4,4,4,4,4,2,4,4,YES
520198,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,54904,WINNEBAGO,9204566000,"855 N WESTHAVEN DRIVE
OSHKOSH, WI
(44.027541, -88.593291)",532,32,10/1/2016,9/30/2017,81,4,15,87,2,11,87,2,11,73,5,22,74,11,15,7,93,35,2,63,3,14,83,64,8,28,2,84,14,92,95,95,89,85,93,86,92,85,94,4,5,5,4,4,5,4,4,3,5,4,YES
470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,RUTLAND,8027757111,"160 ALLEN ST
RUTLAND, VT
(43.599188, -72.956195)",963,32,10/1/2016,9/30/2017,76,6,18,84,2,14,84,4,12,71,6,23,68,16,16,8,92,43,3,54,6,18,76,52,10,38,4,72,24,89,94,93,88,81,92,83,90,80,89,3,4,4,4,4,5,4,4,2,3,4,YES
200001,ST JOSEPH HOSPITAL,360 BROADWAY,BANGOR,ME,4401,PENOBSCOT,2072621000,"360 BROADWAY
BANGOR, ME
(44.81453, -68.77126)",684,32,10/1/2016,9/30/2017,75,6,19,83,3,14,81,4,15,71,6,23,71,14,15,10,90,36,4,60,5,15,80,58,8,34,2,84,14,90,93,92,88,83,90,85,92,83,93,3,4,3,4,4,4,4,4,3,4,4,YES
200008,MERCY HOSPITAL,144 STATE STREET,PORTLAND,ME,4101,CUMBERLAND,2078793000,"144 STATE STREET
PORTLAND, ME
(43.652088, -70.265209)",443,39,10/1/2016,9/30/2017,73,12,15,86,3,11,86,3,11,74,7,19,69,16,15,9,91,40,4,56,7,16,77,67,7,26,4,82,14,86,94,94,89,81,91,83,91,86,92,3,4,4,4,4,4,4,4,4,4,4,YES
520196,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,ALTOONA,WI,54720,EAU CLAIRE,7158318130,"1000 OAKLEAF WAY
ALTOONA, WI
(44.815002, -91.451764)",342,70,10/1/2016,9/30/2017,82,4,14,89,1,10,87,2,11,87,3,10,82,7,11,7,93,28,3,69,3,10,87,82,3,15,2,90,8,92,96,95,94,90,93,88,95,93,96,4,5,5,5,5,5,5,5,5,5,5,YES
191318,RIVERLAND MEDICAL CENTER,1700  WALLACE BLVD,FERRIDAY,LA,71334,CONCORDIA,3187576551,"1700 WALLACE BLVD
FERRIDAY, LA",716,26,10/1/2016,9/30/2017,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,NO
191319,ACADIA ST LANDRY,810 SOUTH BROADWAY STREET,CHURCH POINT,LA,70525,ACADIA,3376845435,"810 SOUTH BROADWAY STREET
CHURCH POINT, LA
(30.395017, -92.211833)",716,26,10/1/2016,9/30/2017,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,NO
191322,ABROM KAPLAN MEMORIAL HOSPITAL,1310 WEST SEVENTH STREET,KAPLAN,LA,70548,VERMILION,3376438300,"1310 WEST SEVENTH STREET
KAPLAN, LA
(30.007591, -92.297337)",25,25,10/1/2016,9/30/2017,93,0,7,95,0,5,95,1,4,90,0,10,83,6,11,6,94,20,3,77,1,20,79,89,0,11,2,85,13,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,YES
490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601,WINCHESTER CITY,5405368000,"1840 AMHERST ST
WINCHESTER, VA
(39.191603, -78.193054)",618,27,10/1/2016,9/30/2017,68,11,21,75,4,21,77,6,17,57,12,31,58,22,20,10,90,45,5,50,7,22,71,48,14,38,4,72,24,85,90,90,81,75,90,81,89,77,89,2,3,3,2,2,4,3,3,2,3,3,YES
490001,NORTON COMMUNITY HOSPITAL,100  15TH NW STREET,NORTON,VA,24273,NORTON CITY,2764391000,"100 15TH NW STREET
NORTON, VA
(36.932031, -82.64338)",373,17,10/1/2016,9/30/2017,71,8,21,84,4,12,84,4,12,72,8,20,67,17,16,15,85,39,6,55,10,17,73,58,9,33,6,72,22,86,93,93,87,80,85,82,88,83,88,3,4,4,4,3,3,3,3,3,3,3,NO
471307,"PORTER HOSPITAL, INC",115 PORTER DRIVE,MIDDLEBURY,VT,5753,ADDISON,8023884701,"115 PORTER DRIVE
MIDDLEBURY, VT
(43.99947, -73.169803)",295,31,10/1/2016,9/30/2017,77,7,16,83,2,15,85,3,12,68,8,24,64,18,18,7,93,41,5,54,9,18,73,54,11,35,4,76,20,90,93,94,86,78,93,82,88,80,90,3,4,4,3,3,5,3,3,2,4,4,YES
471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,189 PROUTY DRIVE,NEWPORT,VT,5855,ORLEANS,8023347331,"189 PROUTY DRIVE
NEWPORT, VT
(44.954614, -72.200339)",238,25,10/1/2016,9/30/2017,78,6,16,84,4,12,85,4,11,78,4,18,69,15,16,12,88,41,3,56,10,15,75,59,9,32,5,70,25,90,93,94,91,82,88,84,89,83,88,3,4,4,5,4,3,4,3,3,3,4,YES
471302,MT ASCUTNEY HOSPITAL,289 COUNTY ROAD,WINDSOR,VT,5089,WINDSOR,8026746711,"289 COUNTY ROAD
WINDSOR, VT
(43.487522, -72.40091)",74,27,10/1/2016,9/30/2017,83,0,17,81,1,18,86,1,13,71,3,26,71,11,18,5,95,50,1,49,1,23,76,49,7,44,0,74,26,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,YES
471305,COPLEY HOSPITAL,528 WASHINGTON HIGHWAY,MORRISVILLE,VT,5661,LAMOILLE,8028884231,"528 WASHINGTON HIGHWAY
MORRISVILLE, VT
(44.554186, -72.591214)",593,42,10/1/2016,9/30/2017,77,5,18,85,3,12,88,2,10,78,4,18,65,16,19,9,91,41,5,54,4,19,77,63,9,28,2,78,20,90,94,95,91,80,91,82,91,84,92,3,4,5,5,3,4,3,4,3,4,4,YES
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,1315 HOSPITAL DRIVE,SAINT JOHNSBURY,VT,5819,CALEDONIA,8027487400,"1315 HOSPITAL DRIVE
SAINT JOHNSBURY, VT
(44.445262, -72.009516)",293,29,10/1/2016,9/30/2017,80,5,15,80,3,17,82,5,13,76,7,17,66,18,16,8,92,45,4,51,8,20,72,55,13,32,5,70,25,92,92,92,89,80,92,82,88,80,88,4,4,3,4,3,5,3,3,2,3,4,YES
480002,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,VI,820,LOS ANGELES,3407786311,"#4007 EST DIAMOND RUBY, CHRISTIANSTED
ST CROIX, VI
(17.733184, -64.752261)",420,26,10/1/2016,9/30/2017,60,17,23,74,9,17,78,7,15,55,18,27,55,24,21,24,76,57,8,35,15,37,48,48,22,30,10,48,42,80,88,90,78,73,76,75,81,74,78,1,2,3,1,2,1,1,1,1,1,2,NO
490004,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,HARRISONBURG CITY,5406891000,"2010 HEALTH CAMPUS DRIVE
HARRISONBURG, VA
(38.40614, -78.858322)",625,32,10/1/2016,9/30/2017,74,8,18,77,6,17,79,5,16,64,10,26,63,19,18,12,88,47,5,48,8,23,69,56,11,33,4,66,30,88,90,91,84,78,88,81,88,81,87,3,3,3,3,3,3,3,3,3,3,3,YES
490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,NORFOLK CITY,7573883000,"600 GRESHAM DR
NORFOLK, VA
(36.859728, -76.30482)",527,32,10/1/2016,9/30/2017,66,14,20,80,6,14,84,2,14,66,10,24,65,18,17,10,90,39,6,55,6,20,74,58,11,31,4,77,19,83,91,94,85,79,90,82,90,82,90,2,3,4,3,3,4,3,4,3,4,3,YES
490002,RUSSELL COUNTY MEDICAL CENTER,58 CARROLL STREET,LEBANON,VA,24266,RUSSELL,2768838100,"58 CARROLL STREET
LEBANON, VA
(36.899027, -82.078105)",114,15,10/1/2016,9/30/2017,82,4,14,88,4,8,93,1,6,74,5,21,63,22,15,15,85,42,3,55,6,19,75,65,4,31,3,69,28,92,94,97,89,77,85,84,90,87,88,4,4,5,4,3,3,4,4,4,3,4,YES
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,8002513627,"1215 LEE STREET
CHARLOTTESVILLE, VA
(38.031829, -78.498455)",948,26,10/1/2016,9/30/2017,74,7,19,79,3,18,81,4,15,61,10,29,61,21,18,9,91,38,5,57,7,17,76,50,17,33,3,78,19,89,92,92,83,77,91,84,90,77,92,3,4,3,2,3,4,4,4,2,4,3,YES
490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,NORFOLK CITY,7578895000,"150 KINGSLEY LANE
NORFOLK, VA
(36.89843, -76.281644)",984,21,10/1/2016,9/30/2017,70,11,19,76,5,19,80,5,15,59,15,26,62,19,19,15,85,42,7,51,11,23,66,62,10,28,8,63,29,85,90,91,81,77,85,80,86,83,84,2,3,3,2,3,3,3,2,3,2,3,NO
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,5409324000,"78 MEDICAL CENTER DRIVE
FISHERSVILLE, VA
(38.092332, -78.988461)",532,28,10/1/2016,9/30/2017,76,6,18,81,4,15,82,3,15,65,9,26,64,16,20,11,89,42,5,53,7,20,73,56,9,35,6,68,26,90,92,93,85,80,89,82,89,82,87,3,4,4,3,3,4,3,3,3,3,3,YES
490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,HOPEWELL CITY,8045411600,"411 WEST RANDOLPH ROAD
HOPEWELL, VA
(37.307065, -77.291491)",532,22,10/1/2016,9/30/2017,70,11,19,76,7,17,76,6,18,64,12,24,59,22,19,13,87,46,7,47,11,27,62,64,10,26,8,59,33,85,89,89,84,75,87,79,86,84,82,2,2,2,3,2,3,2,2,3,2,2,NO
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,501 SUNSET LANE,CULPEPER,VA,22701,CULPEPER,5408294100,"501 SUNSET LANE
CULPEPER, VA
(38.454848, -78.011305)",289,21,10/1/2016,9/30/2017,72,7,21,76,6,18,76,7,17,58,11,31,57,21,22,13,87,42,7,51,11,21,68,59,9,32,8,64,28,88,90,89,82,75,87,80,86,83,84,3,3,2,2,2,3,3,2,3,2,3,NO
490013,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,HALIFAX,4345173100,"2204 WILBORN AVENUE
SOUTH BOSTON, VA
(36.713485, -78.913198)",767,34,10/1/2016,9/30/2017,68,10,22,82,4,14,83,3,14,70,8,22,65,16,19,11,89,47,4,49,7,24,69,62,10,28,4,64,32,85,93,93,87,81,89,81,88,84,86,2,4,4,4,4,4,3,3,3,3,4,YES
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,PORTSMOUTH CITY,7573982200,"3636 HIGH STREET
PORTSMOUTH, VA
(36.836211, -76.348365)",1128,19,10/1/2016,9/30/2017,65,14,21,72,8,20,78,6,16,57,16,27,58,25,17,13,87,45,7,48,15,29,56,53,14,33,13,50,37,82,88,90,79,73,87,79,81,78,77,2,2,3,2,2,3,2,1,2,1,2,NO
200020,YORK HOSPITAL,15 HOSPITAL DRIVE,YORK,ME,3909,YORK,2073634321,"15 HOSPITAL DRIVE
YORK, ME
(43.142799, -70.651094)",415,32,10/1/2016,9/30/2017,81,6,13,83,2,15,84,4,12,67,7,26,68,15,17,11,89,38,4,58,4,13,83,62,8,30,3,84,13,91,93,93,86,82,89,84,92,84,93,4,4,4,3,4,4,4,4,3,4,4,YES
200063,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ROCKPORT,ME,4856,KNOX,2079218000,"6 GLEN COVE DRIVE
ROCKPORT, ME
(44.144434, -69.086537)",517,31,10/1/2016,9/30/2017,79,4,17,82,3,15,84,3,13,65,7,28,65,17,18,13,87,48,3,49,6,27,67,56,9,35,4,65,31,91,93,94,86,80,87,82,88,82,87,4,4,4,3,3,3,3,3,3,3,3,YES
200018,AROOSTOOK MEDICAL CENTER,PO BOX 151,PRESQUE ISLE,ME,4769,AROOSTOOK,2077684000,"PO BOX 151
PRESQUE ISLE, ME",398,27,10/1/2016,9/30/2017,81,4,15,81,3,16,83,4,13,73,7,20,71,12,17,11,89,44,3,53,8,24,68,57,11,32,6,62,32,92,92,93,88,84,89,83,88,82,85,4,4,4,4,4,4,4,3,3,2,4,YES
490045,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,MANASSAS CITY,7033698000,"8700 SUDLEY RD
MANASSAS, VA
(38.767458, -77.484936)",528,18,10/1/2016,9/30/2017,82,5,13,74,6,20,78,6,16,62,12,26,59,23,18,17,83,46,6,48,11,26,63,57,14,29,8,63,29,92,89,91,83,75,83,80,86,80,84,4,2,3,2,2,2,3,2,2,2,2,NO
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,VA,23417,ACCOMACK,7574148000,"20480 MARKET STREET
ONANCOCK, VA
(37.699712, -75.720937)",330,18,10/1/2016,9/30/2017,70,10,20,81,4,15,86,3,11,67,9,24,63,17,20,15,85,46,5,49,8,27,65,64,8,28,6,60,34,85,92,94,85,79,85,81,87,85,84,2,4,4,3,3,3,3,3,3,2,3,YES
490033,WARREN MEMORIAL HOSPITAL,1000 NORTH SHENANDOAH AVE,FRONT ROYAL,VA,22630,WARREN,7036360300,"1000 NORTH SHENANDOAH AVE
FRONT ROYAL, VA
(38.930415, -78.19893)",239,16,10/1/2016,9/30/2017,70,6,24,81,4,15,79,4,17,65,8,27,67,18,15,14,86,41,4,55,9,26,65,59,6,35,5,61,34,88,92,91,85,80,86,83,87,84,85,3,4,3,3,3,3,4,3,3,2,3,YES
490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,FREDERICKSBURG CITY,5407411100,"1001 SAM PERRY BOULEVARD
FREDERICKSBURG, VA
(38.310732, -77.481482)",2728,25,10/1/2016,9/30/2017,67,11,22,78,5,17,77,6,17,58,13,29,59,22,19,16,84,44,6,50,9,24,67,53,13,34,5,67,28,84,91,90,81,75,84,80,87,79,87,2,3,3,2,2,2,3,3,2,3,3,YES
490021,"CENTRA  HEALTH, INC",1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501,LYNCHBURG CITY,4342004789,"1901 TATE SPRINGS ROAD
LYNCHBURG, VA
(37.416648, -79.169753)",3544,24,10/1/2016,9/30/2017,72,9,19,81,4,15,82,3,15,64,10,26,63,19,18,10,90,43,4,53,7,20,73,59,9,32,4,75,21,87,92,93,84,78,90,82,89,83,90,3,4,4,3,3,4,3,3,3,4,3,YES
490023,FAUQUIER HOSPITAL,500 HOSPITAL DRIVE,WARRENTON,VA,20186,FAUQUIER,5403165000,"500 HOSPITAL DRIVE
WARRENTON, VA
(38.714858, -77.808306)",497,24,10/1/2016,9/30/2017,74,9,17,74,7,19,74,7,19,63,12,25,58,19,23,12,88,44,6,50,10,20,70,56,11,33,6,66,28,88,89,88,83,76,88,81,86,81,86,3,2,2,2,2,3,3,2,3,3,2,NO
490050,VIRGINIA HOSPITAL CENTER,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,ARLINGTON,7035585000,"1701 NORTH GEORGE MASON DRIVE
ARLINGTON, VA
(38.889088, -77.128654)",2650,26,10/1/2016,9/30/2017,78,5,17,82,3,15,82,4,14,70,8,22,68,15,17,11,89,41,4,55,5,15,80,59,10,31,3,82,15,91,93,92,87,82,89,83,92,82,93,4,4,3,4,4,4,4,4,3,4,4,YES
490040,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,ALEXANDRIA,VA,22304,ALEXANDRIA CITY,7035043167,"4320 SEMINARY RD
ALEXANDRIA, VA
(38.824128, -77.104437)",370,19,10/1/2016,9/30/2017,70,8,22,75,4,21,76,6,18,59,12,29,60,21,19,15,85,45,6,49,7,28,65,60,11,29,5,66,29,87,90,90,82,76,85,80,87,82,87,3,3,3,2,2,3,3,3,3,3,3,YES
490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,NEWPORT NEWS CITY,7578866000,"2 BERNARDINE DRIVE
NEWPORT NEWS, VA
(37.143006, -76.51312)",1228,26,10/1/2016,9/30/2017,72,10,18,81,4,15,84,3,13,68,9,23,66,17,17,11,89,40,5,55,8,19,73,66,9,25,5,74,21,86,92,93,86,80,89,82,89,85,89,3,4,4,3,3,4,3,3,3,3,3,YES
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,SMYTH,2763781000,"245 MEDICAL PARK DRIVE
MARION, VA
(36.850466, -81.489801)",214,22,10/1/2016,9/30/2017,85,3,12,86,1,13,87,3,10,78,4,18,69,13,18,9,91,41,4,55,5,19,76,70,4,26,2,68,30,94,95,94,91,83,91,83,91,88,88,5,5,4,5,4,4,4,4,4,3,4,YES
490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,LOUDOUN,7038586600,"44045 RIVERSIDE PARKWAY
LEESBURG, VA
(39.074609, -77.475227)",386,22,10/1/2016,9/30/2017,69,7,24,81,3,16,80,4,16,63,9,28,69,14,17,11,89,41,4,55,7,21,72,53,10,37,4,74,22,87,92,92,84,83,89,83,89,80,90,3,4,3,3,4,4,4,3,2,4,4,YES
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,VIRGINIA BEACH CITY,7573958000,"1060 FIRST COLONIAL ROAD
VIRGINIA BEACH, VA
(36.820277, -75.99862)",551,28,10/1/2016,9/30/2017,69,12,19,81,4,15,80,4,16,68,8,24,68,17,15,11,89,38,5,57,6,19,75,62,9,29,3,78,19,85,92,92,87,81,89,84,90,84,91,2,4,3,4,4,4,4,4,3,4,4,YES
490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,ROANOKE CITY,5409817000,"1906 BELLEVIEW AVENUE, SE
ROANOKE, VA
(37.252046, -79.942297)",1494,24,10/1/2016,9/30/2017,65,13,22,78,4,18,79,4,17,65,8,27,60,20,20,12,88,47,5,48,7,21,72,51,14,35,3,75,22,83,91,91,85,77,88,81,89,78,90,2,3,3,3,3,3,3,3,2,4,3,YES
